repeat,sample,opt_obj,upper_bound,lower_bound,total_iterations,exact_iterations,inexact_iterations,total_time,total_time_master,total_time_subproblem_exact,total_time_subproblem_pdl,investments
0,58,28138677.498737667,28138677.498737667,28138677.498737663,57,45,12,0.6684420108795166,0.25496339797973633,0.40276026725769043,0.010718345642089844,"[94.0, 2.0, 230.0, -0.0, 53.0, -0.0]"
0,59,24355663.033161387,24355663.033161383,24355663.033161387,77,66,11,1.1526782512664795,0.560683012008667,0.5823459625244141,0.009649276733398438,"[90.0, -0.0, 235.0, 2995.0, 49.0, -0.0]"
0,60,25298563.24519529,25298563.24519529,25298563.24519529,64,53,11,0.9741265773773193,0.4769906997680664,0.48688554763793945,0.010250329971313477,"[92.0, -0.0, 248.0, 1864.0, 48.0, -0.0]"
0,61,26858183.452747744,26858183.452747736,26858183.45274774,53,44,9,0.7302160263061523,0.3253626823425293,0.3972187042236328,0.007634639739990234,"[83.0, -0.0, 247.0, 3019.0, 50.0, -0.0]"
0,62,25634222.218595367,25634222.218595378,25634222.218595378,50,42,8,0.6098499298095703,0.22393512725830078,0.3627004623413086,0.023214340209960938,"[117.0, -0.0, 249.0, -0.0, 40.0, -0.0]"
0,63,26689027.035384685,26689027.03538469,26689027.03538469,47,35,12,0.5053918361663818,0.19657182693481445,0.29828882217407227,0.010531187057495117,"[86.0, 1.0, 247.0, -0.0, 48.0, -0.0]"
0,64,28782656.261584196,28782656.261584193,28782656.261584193,49,40,9,0.5571966171264648,0.2168257236480713,0.3328855037689209,0.007485389709472656,"[85.0, -0.0, 246.0, -0.0, 50.0, -0.0]"
0,65,31761084.96576832,31761084.965768304,31761084.965768307,58,48,10,0.632836103439331,0.21757984161376953,0.40667152404785156,0.008584737777709961,"[98.0, 9.0, 252.0, -0.0, 63.0, -0.0]"
0,66,29595966.32218412,29595966.322184138,29595966.322184138,58,44,14,0.6193201541900635,0.20214557647705078,0.4053173065185547,0.011857271194458008,"[90.0, -0.0, 244.0, -0.0, 58.0, -0.0]"
0,67,29182532.939268067,29182532.93926809,29182532.93926809,45,32,13,0.448406457901001,0.14940619468688965,0.28719472885131836,0.011805534362792969,"[105.0, -0.0, 246.0, -0.0, 57.0, -0.0]"
0,68,31953416.090164635,31953416.09016464,31953416.09016464,58,44,14,0.6295859813690186,0.22971153259277344,0.3879847526550293,0.01188969612121582,"[122.0, -0.0, 249.0, -0.0, 59.0, -0.0]"
0,69,29622795.34574333,29622795.345743325,29622795.345743325,55,38,17,0.6000428199768066,0.22941279411315918,0.3494987487792969,0.021131277084350586,"[99.0, -0.0, 256.0, -0.0, 60.0, -0.0]"
0,70,26241327.328284483,26241327.32828448,26241327.328284472,57,34,23,0.5193922519683838,0.1739656925201416,0.32527709007263184,0.02014946937561035,"[76.0, -0.0, 233.0, -0.0, 54.0, -0.0]"
0,71,21889673.834229067,21889673.834229093,21889673.83422909,48,36,12,0.5151486396789551,0.16480326652526855,0.33922314643859863,0.01112222671508789,"[107.0, -0.0, 205.0, -0.0, 46.0, 0.0]"
0,72,22028181.198306136,22028181.198306136,22028181.198306136,53,40,13,0.6234960556030273,0.19109058380126953,0.4204823970794678,0.011923074722290039,"[63.0, -0.0, 186.0, -0.0, 50.0, -0.0]"
